state,target,scenario,speed_kph,grade_pct,window_idx,slip_ratio_fl,slip_ratio_fr,slip_ratio_rl,slip_ratio_rr,slip_diff_front_rear,norm_yaw_rate,norm_lat_accel,mean,std,p2p,rms,variance,peak,crest_factor,shape_factor,skew,kurt,diff_fl_rl_mean,diff_fl_rl_std,diff_fl_rl_p2p,diff_fr_rr_mean,diff_fr_rr_std,diff_fr_rr_p2p,diff_fl_fr_std,diff_rl_rr_std,lat_accel_mean,lat_accel_std,yaw_rate_mean,yaw_rate_std,sas_angle_mean,sas_angle_std,sas_angle_p2p,sas_speed_mean,accel_pedal_mean,accel_pedal_max,brake_pedal_mean,brake_pedal_max
abnormal,1,high_speed_20kph,20.0,0.0,17,0.9281593750000001,0.92880625,0.90735625,0.9122843749999999,0.3732500000000023,0.07813300000000001,0.16842000000000001,18.38303125,0.20249891733892678,0.90625,18.3841465330866,0.0410058115234375,18.8125,1.0233000995092363,1.000060614759929,-0.0955856487634177,-1.2776204970412166,0.4160625,0.0897011313682832,0.4375,0.3304375,0.09528188032753132,0.4375,0.09252641092547575,0.08769110826503448,0.16842000000000001,0.05549507725915877,1.5626600000000002,0.1458983358369793,-12.463199999999999,0.287551317159216,0.9000000000000004,0.336,11.648,15.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,18,0.9360593749999999,0.9372999999999999,0.9153125,0.920821875,0.3722499999999975,0.08388799999999999,0.1995,18.54746875,0.20884877668647597,0.875,18.548644555431807,0.04361781152343751,19.0,1.0243335527232615,1.0000633404689503,-0.05172392384935676,-1.2277028718996152,0.4149375,0.062443067819814874,0.3125,0.3295625,0.08612697294547161,0.375,0.09293165751642439,0.0793609977807109,0.1995,0.07127376796550046,1.67776,0.19834763018498602,-9.679200000000002,2.8493029603746947,6.6000000000000005,3.752,11.98,12.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,19,0.942225,0.9435218750000001,0.9212,0.926778125,0.3776875000000004,0.086788,0.16854,18.668625,0.2020698169878421,0.84375,18.669718573175185,0.040832210937499995,19.0625,1.0210383677850825,1.0000585245628246,-0.08852759698283053,-1.4368992745587388,0.4205,0.0802830928651855,0.40625,0.334875,0.09195863540201106,0.4375,0.08817319161031882,0.07688452684870994,0.16854,0.09702199956710848,1.73576,0.24509104920416822,-10.318200000000001,3.8661413269563747,8.600000000000001,5.352,10.0,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,20,0.9453343750000001,0.945628125,0.924115625,0.92874375,0.3810312499999995,0.071374,0.1618,18.719109375,0.2018429922138972,0.75,18.720197552021688,0.04074059350585937,19.09375,1.0199544597211534,1.000058078455648,-0.09465591017809333,-1.4998498347184055,0.424375,0.09899692230064529,0.4375,0.3376875,0.07751237300425011,0.40625,0.0879933413674012,0.07743795399382657,0.1618,0.07078107091588826,1.42748,0.08993803199981641,-14.6364,0.4350115400768123,2.3000000000000007,0.864,10.0,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,21,0.945846875,0.9466187500000001,0.9244843749999999,0.929846875,0.3813437499999992,0.082971,0.2045,18.733984375,0.2034776836034099,0.8125,18.735089370762786,0.041403167724609384,19.125,1.020811729301594,1.0000589301070053,-0.11787285627694043,-1.432797085199328,0.42725,0.09207045535892608,0.375,0.3354375,0.08305238839882934,0.375,0.09144010590955151,0.08676800965793788,0.2045,0.07315155500739544,1.6594200000000001,0.0984005264213561,-10.703599999999998,0.44139216123533503,2.5,1.152,10.0,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,22,0.9450156249999999,0.9466374999999999,0.92425625,0.930046875,0.37349999999999994,0.08653399999999999,0.18878,18.72978125,0.20214279596596438,0.90625,18.730872040105673,0.0408617099609375,19.21875,1.026046674858652,1.0000581848785601,-0.09663429814091248,-1.3029465917220664,0.4151875,0.0688366215669392,0.3125,0.3318125,0.10189645096248445,0.4375,0.09337715442628353,0.08614783351164439,0.18878,0.06360119181273256,1.7306799999999998,0.13341190951335644,-9.9542,0.23503693326794414,1.0,0.224,9.874,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,23,0.9455718750000001,0.9465375,0.9248875,0.9296656249999999,0.3755625000000009,0.08042,0.15974000000000002,18.7333125,0.20072097587509383,0.8125,18.73438779711823,0.04028891015625,19.15625,1.0225180125943933,1.000057346881972,-0.05047701327867467,-1.390639923713642,0.4136875,0.06350255285222792,0.28125,0.3374375,0.09023188443532586,0.4375,0.0935000626670913,0.08564231120626066,0.15974000000000002,0.0657733411041282,1.6084,0.10584252453527364,-12.261999999999999,0.7993972729500646,2.8000000000000007,0.56,10.0,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,24,0.94418125,0.94560625,0.9228624999999999,0.92868125,0.38243750000000176,0.08339200000000001,0.18634,18.70665625,0.205767026843315,0.875,18.707787900363847,0.04234006933593751,19.1875,1.0256423194740465,1.0000604410691196,-0.03735608819957769,-1.3563465925357059,0.426375,0.07268070153073647,0.3125,0.3385,0.0970048323538575,0.4375,0.09587312579654425,0.07484243866283354,0.18634,0.07821000191791329,1.6678400000000002,0.13993046273060059,-10.675799999999999,1.62883834679811,5.300000000000001,4.08,10.0,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,25,0.942,0.94286875,0.92095625,0.92643125,0.3748125000000009,0.08404399999999998,0.17615999999999998,18.66128125,0.20052684271298316,0.78125,18.662358610482492,0.04021101464843748,19.0625,1.0214410394971036,1.000057678806208,-0.08833594352159282,-1.4031122308022108,0.420875,0.0969504544857836,0.4375,0.32875,0.08285435263159081,0.375,0.08954564129537516,0.07279294265243026,0.17615999999999998,0.08206372158268233,1.6808799999999997,0.1106147621251341,-10.5272,0.889280698092565,2.9000000000000004,1.12,9.91,10.0,0.0,0.0
abnormal,1,high_speed_20kph,20.0,0.0,26,0.9378187499999999,0.9397375,0.91700625,0.92363125,0.3691874999999989,0.093586,0.19807999999999998,18.59096875,0.20185438894395508,0.8125,18.59206455071121,0.0407451943359375,18.96875,1.0202604949009755,1.0000588888436661,-0.1541175601946374,-1.2675454274318962,0.41625,0.08822024994296945,0.34375,0.322125,0.08567936230504987,0.3125,0.08016106832496682,0.07934300536279175,0.19807999999999998,0.08393994043362193,1.87172,0.13840318493445153,-7.852199999999999,1.8010816638897862,6.8,4.624,9.124,10.0,0.0,0.0
