,t_0,t_1,t_2,t_3,t_4
speed_kph,20.0,20.0,20.0,20.0,20.0
grade_pct,0.0,0.0,0.0,0.0,0.0
slip_ratio_fl,0.966590625,0.951925,0.934509375,0.923090625,0.9161625
slip_ratio_fr,0.957734375,0.942165625,0.926115625,0.91340625,0.905359375
slip_ratio_rl,0.943734375,0.930084375,0.91268125,0.901278125,0.894590625
slip_ratio_rr,0.940184375,0.924828125,0.909653125,0.896503125,0.8890125
slip_diff_front_rear,0.404062500000002,0.3917812499999975,0.3829062500000049,0.3871562500000038,0.3791875000000004
norm_yaw_rate,8.529469,6.978777000000001,8.162279999999999,6.259847,6.760994000000001
norm_lat_accel,-8.95214,-8.95104,-8.951720000000002,-8.94852,-8.94866
sensor_1,0.0,0.0,0.0,0.0,0.0
sensor_2,1.0,1.0,1.0,0.0,0.0
sensor_3,0.0,0.0,0.0,1.0,1.0
sensor_4,0.0,0.0,0.0,0.0,0.0
mean,18.114375,18.21925,18.278125,17.710375,18.5880625
peak,18.75,19.1875,18.59375,20.03125,19.3125
p2p,1.125,1.9375,1.8125,11.0,1.59375
rms,18.115781815346807,18.21982018726447,18.278528216188523,17.914791919842386,18.593945324604324
std,0.2257634616695093,0.1441426160092843,0.1214093669162309,2.6985897966576915,0.4676913837871615
variance,0.050969140625,0.02077709375,0.014740234375,7.282386890625,0.21873523046875
crest_factor,1.035009153406557,1.053111381055886,1.0172454685674472,1.1181402546916233,1.0386445513768858
shape_factor,1.0000776629249868,1.0000312958691753,1.0000220600410887,1.0115422129594878,1.0003164840124852
clearance_factor,4.405443086210509,4.495242708277911,4.349117747749778,4.75985992884354,4.479416390024792
np4,1.000621749925246,1.000251039855777,1.0001721969976778,1.0662878749065368,1.0025127132151137
skew,0.0765170606005581,0.3288380483451064,-3.72019939322582,-1.8126324760854609,-0.2610190371030833
kurt,-1.0450510413441128,10.5176218849681,44.714411094125,2.047209254461097,-1.3674485451680796
rel_diff_fl_rl_mean,0.0240274386757311,0.0239239516352621,0.0231267066444208,0.0235981085444057,0.0218850601952067
rel_diff_fl_rl_std,0.005548076595015,0.0056190957918015,0.0053162134631265,0.0075049654087444,0.0049491068809751
rel_diff_fl_rl_p2p,0.0416359948171513,0.0396662981265159,0.0292568844288699,0.1027064328799012,0.0282280746068676
rel_diff_fr_rr_mean,0.0187049706716052,0.0184603502237489,0.0185660746599205,0.0189989492957837,0.0178733526510778
rel_diff_fr_rr_std,0.0060591330923299,0.0074691020526402,0.0065014048355371,0.0069497754812951,0.0057358064752615
rel_diff_fr_rr_p2p,0.0468404941692952,0.1069265427758254,0.1015385989001958,0.0609275449287549,0.0464932993524878
rel_diff_fl_fr_std,0.0047635825998392,0.0073665978114982,0.0064690520571361,0.0079005467834628,0.0059637409929748
rel_diff_rl_rr_std,0.0054733432233385,0.005229147287115,0.005012339444895,0.0060752129449451,0.0045145514505785
norm_rolling_var_mean,2.312161684748399e-05,3.343095144962321e-05,2.3892312789496745e-05,0.0008709303604161,2.104442810051428e-05
norm_rolling_var_max,4.5597389148797846e-05,0.0001555166449548,0.0001431732314248,0.0041765588541427,3.709620260608889e-05
norm_p2p,0.062453992225727,0.1069265427758254,0.0998176056984976,0.6127570232834787,0.0846842238206028
norm_rms,1.005691463696566,1.0055134878045848,1.006631129507514,0.9979467790495944,0.9879929898521372
norm_std,0.0125331817599651,0.0079549272756315,0.0066862302427302,0.1503254409875577,0.0248508748697094
norm_fft_peak_freq,0.0377655337043565,0.0375432406003756,0.0374642528002726,0.0378951436367671,0.0361468325592748
log_norm_fft_spectral_energy,6.227857834761913,6.22755083574164,6.229777506899415,6.201117660176895,6.192180884045063
fft_spectral_entropy,0.0013437617301882,0.0006264649930431,0.0004481686374382,0.121897972964677,0.0046784298605475
norm_fft_spectral_centroid,4.318300729025444e-05,9.043390942302553e-05,5.58797078146972e-05,0.0020794023811894,4.7610420115163245e-05
fft_energy_low_band,1.7563764579646768e-05,9.153839691717392e-06,8.108598536962292e-06,0.0032801365401799,4.857801951009668e-05
fft_energy_mid_band,4.187808052116018e-06,1.21078873059065e-05,7.276922255245173e-06,9.82002315791637e-05,3.1583039565219246e-06
fft_energy_high_band,0.0,0.0,0.0,0.0,0.0
