scenario,state,label,window_index,start_time_sec,end_time_sec,speed_kph,grade_pct,slip_ratio_fl,slip_ratio_fr,slip_ratio_rl,slip_ratio_rr,slip_diff_front_rear,norm_yaw_rate,norm_lat_accel,mean,std,p2p,rms,variance,peak,crest_factor,shape_factor,skew,kurt,diff_fl_rl_mean,diff_fl_rl_std,diff_fl_rl_p2p,diff_fr_rr_mean,diff_fr_rr_std,diff_fr_rr_p2p,diff_fl_fr_std,diff_rl_rr_std,lat_accel_mean,lat_accel_std,yaw_rate_mean,yaw_rate_std,sas_angle_mean,sas_angle_std,sas_angle_p2p,sas_speed_mean,accel_pedal_mean,accel_pedal_max,brake_pedal_mean,brake_pedal_max,dimless_std,dimless_p2p,dimless_diff_fr_rr_std,pedal_slip_response,audio_rms,audio_peak,audio_crest_factor,audio_kurtosis,audio_hilbert_env_mean,audio_hilbert_env_std,audio_hilbert_env_peak,audio_hilbert_env_crest,audio_hilbert_env_kurtosis,audio_shockwave_energy_ratio,audio_shockwave_pulse_count,audio_stft_2k8_db,audio_stft_harmonic_db,audio_spectral_centroid
abnormal_high_speed_20kph,abnormal,1,10,7.1418,7.8528,20.0,0.0,0.95908125,0.95634375,0.9378125,0.938475,0.3913749999999965,0.0332859999999999,0.05348,18.9585625,0.2081722074839722,0.78125,18.959705370452756,0.04333566796875,19.375,1.021904011667314,1.0000602297981465,0.0335649186814301,-1.5179375131090418,0.425375,0.1041964040886248,0.4375,0.357375,0.0741481835583313,0.3125,0.094012632129943,0.0755980323818021,0.05348,0.0591970404665638,0.6657199999999999,0.0753105676515587,-27.440800000000003,0.227366136440763,0.5999999999999979,0.224,18.292,22.0,0.0,0.0,0.0109803793132507,0.041208293086567,0.0039110657022826,0.0040535853683758,0.036346,0.165414,4.5512,1.0735,0.040137,0.032109,0.169006,4.2107,-0.0682,0.2562,69,-45.5,-63.96,4004.8
abnormal_high_speed_20kph,abnormal,1,11,7.856,8.5698,20.0,0.0,0.96863125,0.9659375,0.94625625,0.94918125,0.3913125000000015,0.037072,0.08464,19.15003125,0.2139459057470777,0.8125,19.151226324352248,0.0457728505859374,19.5625,1.0214750035954503,1.0000623536470674,-0.0667724560007269,-1.393811437003288,0.4475,0.079165570167845,0.3125,0.335125,0.0911291151334193,0.375,0.0842697491689633,0.095030916022103,0.08464,0.0973779769763163,0.7414400000000001,0.1059486970188874,-27.2756,0.0482145206343486,0.1999999999999993,0.0,16.868,20.0,0.0,0.0,0.0111720917294627,0.0424281291969171,0.0047586927636694,0.0054024848905275,0.040815,0.162372,3.9782,0.6326,0.045662,0.035309,0.165878,3.6328,-0.605,0.2264,62,-43.8,-64.05,3970.4
abnormal_high_speed_20kph,abnormal,1,12,8.5717,9.2819,20.0,0.0,0.97598125,0.97351875,0.955625,0.9553125,0.385625000000001,0.03085,0.12736,19.3021875,0.2043929177925448,0.65625,19.30326963884616,0.04177646484375,19.625,1.0166670906279678,1.0000560112054735,-0.0198240068896444,-1.6137861668847002,0.407125,0.084520799954804,0.34375,0.364125,0.0701205435304091,0.3125,0.0856285583202239,0.0884325307791199,0.12736,0.0982701908006695,0.617,0.123071523920036,-25.0684,2.3700298394746007,7.100000000000001,8.08,15.0,15.0,0.0,0.0,0.0105891064312034,0.0339987371897615,0.0036327770378569,0.0046747029020272,0.040414,0.164026,4.0586,0.4782,0.046782,0.032835,0.171849,3.6734,-0.3614,0.2231,59,-44.05,-63.18,4017.6
abnormal_high_speed_20kph,abnormal,1,13,9.2828,9.9963,20.0,0.0,0.97725,0.977,0.95554375,0.95885,0.3985625000000006,0.06147,0.17424,19.34321875,0.2095910988351783,0.78125,19.344354216128863,0.0439284287109374,19.6875,1.017738755313231,1.0000586492912518,-0.1053741459496793,-1.54974844805196,0.434125,0.0797967143747159,0.375,0.363,0.0767284171607886,0.3125,0.0819584498389275,0.0891723226399312,0.17424,0.1039019845816238,1.2294,0.2111891095677047,-17.3612,2.5781494448538083,7.199999999999999,8.384,12.684,15.0,0.0,0.0,0.0108353786173864,0.0403888313572424,0.0039666830092995,0.0060492287260161,0.040962,0.159912,3.9039,-0.0704,0.050488,0.028403,0.170351,3.3741,-0.1544,0.192,66,-45.26,-63.48,4041.2
abnormal_high_speed_20kph,abnormal,1,14,9.9999,10.7122,20.0,0.0,0.9792125,0.98003125,0.95800625,0.9630375,0.3820000000000014,0.076172,0.21912,19.4014375,0.2032890779622702,0.78125,19.40250250652284,0.04132644921875,19.78125,1.019520496071542,1.000054841630575,-0.0952566444777973,-1.464366151077667,0.424125,0.0691805834392859,0.28125,0.339875,0.0929792483568242,0.375,0.0911376877312563,0.0871174673931697,0.21912,0.0900756659703385,1.52344,0.1180244313691025,-12.608,0.1632666530556685,0.4000000000000003,0.448,11.456,12.0,0.0,0.0,0.0104780420503516,0.0402676348079878,0.0047923896544688,0.0081162053384099,0.038416,0.161794,4.2116,0.1615,0.045109,0.030278,0.178575,3.9587,-0.5848,0.2,54,-47.36,-63.72,4068.2
abnormal_high_speed_20kph,abnormal,1,15,10.7126,11.4227,20.0,0.0,0.978175,0.97826875,0.95623125,0.96145625,0.3875624999999978,0.076196,0.1613599999999999,19.37065625,0.2117811347203463,0.8125,19.371813926545123,0.0448512490234374,19.78125,1.021135607324734,1.0000597128187336,-0.0814597039279142,-1.3722234036447878,0.438875,0.0871088579020526,0.28125,0.33625,0.1285678322909739,0.71875,0.1158882139175507,0.0878656645112298,0.1613599999999999,0.0913485106610939,1.5239200000000002,0.1455384265408967,-14.440400000000002,1.7898848678057482,5.6,6.384,10.0,10.0,0.0,0.0,0.0109330903396908,0.0419448876441653,0.0066372471139677,0.0128567832290973,0.0368,0.157182,4.2713,0.348,0.042274,0.030354,0.158076,3.7393,-0.6374,0.2089,68,-51.69,-63.76,3980.1
abnormal_high_speed_20kph,abnormal,1,16,11.4302,12.1399,20.0,0.0,0.97655,0.9756125,0.95501875,0.9587125,0.3843125,0.05956,0.15316,19.32946875,0.2036774962064722,0.75,19.330541810298215,0.0414845224609375,19.71875,1.0200825808934328,1.0000554624783855,-0.0404709322629857,-1.5218215215682973,0.430625,0.0763651794013475,0.28125,0.338,0.0962487012899395,0.4375,0.0965012953280939,0.081150804832731,0.15316,0.0541333021346379,1.1912,0.098854236125722,-18.8984,0.1501913446241159,0.6999999999999993,0.608,9.688,10.0,0.0,0.0,0.0105371492016029,0.0388008594390365,0.004979376439921,0.0099348370447914,0.035974,0.129566,3.6016,0.1119,0.042698,0.027661,0.139988,3.2785,-0.5709,0.1966,72,-51.82,-63.71,3934.3
abnormal_high_speed_20kph,abnormal,1,17,12.1421,12.8525,20.0,0.0,0.97309375,0.97401875,0.9525875,0.95643125,0.3809375000000017,0.068192,0.2471999999999999,19.28065625,0.2060904662361592,0.9375,19.281757666533867,0.0424732802734375,19.84375,1.0291462694448896,1.0000570736007386,0.0480079379977256,-1.190107918648484,0.410125,0.1039673175810552,0.40625,0.35175,0.1146941585260557,0.5625,0.1020566631827633,0.0758313301017462,0.2471999999999999,0.0567323540847724,1.36384,0.1334003538226192,-14.3896,2.081435043425569,5.9,6.784,7.0,7.0,0.0,0.0,0.010688975705179,0.0486238636197873,0.0059486646636343,0.0163848797894365,0.039488,0.155103,3.9278,-0.2241,0.049767,0.025336,0.163701,3.2894,-0.1295,0.1837,81,-49.82,-63.69,3848.9
abnormal_high_speed_20kph,abnormal,1,18,12.8563,13.5698,20.0,0.0,0.9694625,0.97031875,0.94874375,0.952775,0.3826250000000009,0.0782699999999999,0.21904,19.2065,0.2034812644938103,0.8125,19.20757785029128,0.041404625,19.59375,1.0201051445743703,1.0000560669687455,-0.019956061121845,-1.4355865460552348,0.414375,0.0921127875216031,0.34375,0.350875,0.0944971064371814,0.40625,0.0982647094586861,0.0725888464228492,0.21904,0.078952380584755,1.5654,0.0800002499996093,-12.400000000000004,3.552713678800501e-15,0.0,0.0,7.0,7.0,0.0,0.0,0.0105943958812803,0.0423033868742352,0.0049200586487481,0.013499586633883,0.037899,0.154113,4.0664,-0.0132,0.046204,0.027165,0.157288,3.4042,-0.4112,0.1916,85,-49.2,-63.76,3812.6
abnormal_high_speed_20kph,abnormal,1,19,13.5719,14.2819,20.0,0.0,0.96365625,0.9652125,0.942775,0.94800625,0.3808750000000032,0.07575,0.18348,19.09825,0.2134383327216552,0.9375,19.09944263543769,0.0455559218749999,19.625,1.0275168415684726,1.0000623950034844,0.1590835900204211,-1.061455880902245,0.417625,0.1031889195844205,0.4375,0.344125,0.1325967217732022,0.59375,0.1302491002848004,0.0884485196314782,0.18348,0.0761543800447485,1.515,0.1221941078775895,-14.929199999999998,2.305694550455459,7.6,8.368,5.416,7.0,0.0,0.0,0.0111758057791501,0.0490882672496171,0.0069428728691478,0.024482408008346,0.0397,0.144486,3.6395,-0.2454,0.04973,0.026058,0.152744,3.0715,-0.2393,0.1801,77,-49.31,-63.87,3772.8
abnormal_high_speed_20kph,abnormal,1,20,14.2826,14.9962,20.0,0.0,0.9571125,0.9556375,0.93669375,0.9391,0.3695624999999971,0.05147,0.12096,18.94271875,0.2023666396319746,0.75,18.94379966897976,0.0409522568359374,19.3125,1.0194627961655014,1.000057009711066,0.1124716046453962,-1.3508887445147737,0.408375,0.1038674786687344,0.375,0.33075,0.1103038417282009,0.46875,0.1224938773980152,0.0890509860978529,0.12096,0.0833539345202132,1.0294,0.1074134069844169,-20.338,0.5939999999999998,2.5,3.184,5.0,5.0,0.0,0.0,0.0106830831573199,0.0395930494401707,0.0058230206119805,0.0220607683456401,0.034646,0.138242,3.9901,0.1015,0.042227,0.024851,0.13882,3.2875,-0.1425,0.2024,79,-52.26,-64.1,3794.7
