scenario,window_index,start_time_sec,end_time_sec,state,label,audio_rms,audio_peak,audio_crest_factor,audio_kurtosis,audio_hilbert_env_mean,audio_hilbert_env_std,audio_hilbert_env_peak,audio_hilbert_env_crest,audio_hilbert_env_kurtosis,audio_shockwave_energy_ratio,audio_shockwave_pulse_count,audio_stft_2k8_db,audio_stft_harmonic_db,audio_spectral_centroid
normal_high_speed_60kph,55,39.2861,39.9961,normal,0,0.076039,0.565886,7.4421,6.6884,0.056639,0.09141,0.567781,10.0246,2.9676,0.4842,145,-43.6,-50.92,4556.4
normal_high_speed_60kph,56,39.9979,40.7081,normal,0,0.073559,0.471197,6.4057,5.9411,0.056457,0.087376,0.48652,8.6176,2.3511,0.4556,150,-43.64,-51.05,4691.2
normal_high_speed_60kph,57,40.7116,41.4262,normal,0,0.068522,0.419693,6.1249,5.6864,0.053941,0.080504,0.456084,8.4552,2.0048,0.4358,159,-44.18,-50.49,4813.3
normal_high_speed_60kph,58,41.4264,42.1379,normal,0,0.069097,0.513844,7.4366,6.7346,0.051207,0.083226,0.527272,10.2969,2.7689,0.473,147,-43.69,-50.16,4871.4
normal_high_speed_60kph,59,42.1418,42.8517,normal,0,0.05718,0.411275,7.1927,8.5219,0.040136,0.070201,0.451147,11.2405,3.9569,0.5216,141,-44.13,-51.91,4946.8
normal_high_speed_60kph,60,42.8562,43.5665,normal,0,0.063134,0.443767,7.029,7.5449,0.046488,0.076227,0.482306,10.3748,3.277,0.4903,144,-44.66,-50.87,4867.0
normal_high_speed_60kph,61,43.5676,44.2821,normal,0,0.065038,0.499325,7.6774,6.5257,0.049186,0.077722,0.502931,10.2251,2.5803,0.4635,157,-44.16,-50.65,4893.7
normal_high_speed_60kph,62,44.2862,44.9963,normal,0,0.068053,0.489029,7.186,6.3705,0.052088,0.080927,0.493253,9.4695,2.6017,0.4586,155,-42.07,-50.66,4838.8
normal_high_speed_60kph,63,44.9975,45.7076,normal,0,0.069296,0.501217,7.2329,6.7931,0.051673,0.08327,0.51189,9.9064,2.8406,0.4775,153,-40.25,-51.02,4724.0
normal_high_speed_60kph,64,45.7117,46.4265,normal,0,0.071743,0.519324,7.2387,7.3026,0.051804,0.087238,0.5262,10.1575,3.2688,0.5004,135,-40.44,-51.12,4638.9
normal_high_speed_60kph,65,46.4268,47.1374,normal,0,0.086545,0.5438,6.2835,4.7728,0.070112,0.100321,0.546966,7.8013,1.6964,0.421,166,-39.28,-49.62,4602.1
normal_high_speed_60kph,66,47.1416,47.8516,normal,0,0.083108,0.505501,6.0824,5.2587,0.064966,0.097946,0.519869,8.0022,2.0521,0.4413,160,-41.58,-50.38,4512.0
normal_high_speed_60kph,67,47.8566,48.5668,normal,0,0.089314,0.519181,5.813,4.3031,0.073551,0.102685,0.541138,7.3574,1.4071,0.4057,164,-40.76,-49.61,4526.2
normal_high_speed_60kph,68,48.5675,49.2819,normal,0,0.092046,0.523866,5.6913,3.9749,0.077667,0.104464,0.524575,6.7541,1.1496,0.3874,169,-40.18,-49.54,4523.2
normal_high_speed_60kph,69,49.2864,49.9964,normal,0,0.086418,0.553201,6.4015,4.517,0.071475,0.099133,0.561963,7.8623,1.5846,0.4133,165,-41.19,-50.05,4519.4
normal_high_speed_60kph,70,49.9972,50.7075,normal,0,0.082242,0.495547,6.0254,5.3165,0.064528,0.096766,0.523181,8.1078,2.2122,0.4455,167,-43.1,-50.6,4560.4
normal_high_speed_60kph,71,50.7116,51.4264,normal,0,0.078336,0.493122,6.295,5.2752,0.062244,0.091645,0.517153,8.3085,2.0587,0.4373,157,-43.25,-50.88,4572.7
normal_high_speed_60kph,72,51.4266,52.1371,normal,0,0.089547,0.49535,5.5317,3.8489,0.076725,0.100751,0.498679,6.4996,1.0082,0.3812,178,-41.27,-49.33,4544.1
normal_high_speed_60kph,73,52.1416,52.8516,normal,0,0.074157,0.504673,6.8055,6.6417,0.05566,0.088884,0.516159,9.2735,3.1599,0.4871,147,-43.11,-51.15,4572.3
normal_high_speed_60kph,74,52.8564,53.5667,normal,0,0.074913,0.473287,6.3178,5.1458,0.0597,0.08752,0.488608,8.1843,1.8833,0.4307,142,-42.04,-51.48,4383.0
normal_high_speed_60kph,75,53.5671,54.2818,normal,0,0.07944,0.458366,5.77,4.9403,0.064967,0.091654,0.471091,7.2512,1.8864,0.4278,164,-42.16,-50.37,4532.2
normal_high_speed_60kph,76,54.2867,54.9965,normal,0,0.070118,0.454041,6.4754,5.2368,0.056805,0.081279,0.472236,8.3133,2.1014,0.4334,157,-43.31,-52.12,4400.0
normal_high_speed_60kph,77,54.997,55.7072,normal,0,0.074884,0.432258,5.7724,4.4829,0.062279,0.085653,0.496047,7.9649,1.6845,0.4104,151,-42.21,-51.95,4304.4
normal_high_speed_60kph,78,55.7116,56.4265,normal,0,0.068651,0.500225,7.2865,6.8468,0.050807,0.082732,0.513898,10.1147,3.0306,0.4828,143,-43.21,-52.06,4401.6
normal_high_speed_60kph,79,56.4269,57.137,normal,0,0.086933,0.470688,5.4144,3.1868,0.078274,0.094804,0.506736,6.4739,0.7016,0.3551,157,-41.71,-50.41,4324.9
normal_high_speed_60kph,80,57.1415,57.8515,normal,0,0.083638,0.48578,5.8081,3.8962,0.071609,0.094143,0.485903,6.7855,1.1126,0.3848,152,-42.04,-50.99,4318.9
normal_high_speed_60kph,81,57.8565,58.5668,normal,0,0.072267,0.497926,6.8901,6.2544,0.054177,0.086659,0.498733,9.2056,2.6907,0.4729,148,-43.31,-52.69,4273.9
normal_high_speed_60kph,82,58.567,59.2818,normal,0,0.078442,0.490571,6.2539,5.0079,0.062254,0.09182,0.516436,8.2956,2.0231,0.4363,149,-42.64,-51.89,4260.2
normal_high_speed_60kph,83,59.2866,59.9966,normal,0,0.079934,0.514832,6.4407,5.0149,0.064854,0.092591,0.527797,8.1383,2.0818,0.4358,139,-43.31,-51.48,4319.8
normal_high_speed_60kph,84,59.9968,60.707,normal,0,0.082896,0.491503,5.9292,4.4632,0.067007,0.096195,0.5393,8.0484,1.6529,0.4184,147,-42.91,-51.17,4342.1
normal_high_speed_60kph,85,60.7116,61.4267,normal,0,0.09278,0.519491,5.5992,3.5792,0.080384,0.103704,0.520686,6.4775,0.9549,0.3774,156,-41.14,-50.17,4357.8
normal_high_speed_60kph,86,61.4268,62.1371,normal,0,0.087691,0.514013,5.8616,4.3193,0.071595,0.101261,0.514072,7.1803,1.6386,0.4163,146,-42.43,-51.21,4280.3
normal_high_speed_60kph,87,62.1416,62.8515,normal,0,0.091597,0.517826,5.6533,3.352,0.080318,0.101631,0.534537,6.6552,0.9335,0.3705,153,-42.56,-50.78,4303.9
normal_high_speed_60kph,88,62.8569,63.5671,normal,0,0.089075,0.483852,5.432,3.748,0.075256,0.10102,0.497818,6.615,1.2096,0.3936,144,-43.25,-51.01,4317.8
normal_high_speed_60kph,89,63.5673,64.2817,normal,0,0.090079,0.510987,5.6727,4.4136,0.073379,0.104134,0.529373,7.2143,1.6896,0.4228,156,-42.92,-50.5,4366.5
normal_high_speed_60kph,90,64.2867,64.9967,normal,0,0.090257,0.499668,5.5361,3.9944,0.073998,0.104005,0.527526,7.1289,1.4311,0.4079,144,-42.66,-50.85,4311.2
normal_high_speed_60kph,91,64.9969,65.7072,normal,0,0.089829,0.484048,5.3885,3.5295,0.077056,0.101,0.522818,6.7849,1.06,0.3794,150,-42.53,-51.07,4267.8
normal_high_speed_60kph,92,65.7115,66.4267,normal,0,0.08794,0.474888,5.4001,3.9134,0.074454,0.099616,0.506203,6.7988,1.3263,0.3978,143,-42.3,-51.54,4217.1
normal_high_speed_60kph,93,66.4269,67.1369,normal,0,0.086183,0.478012,5.5465,4.0189,0.072347,0.098086,0.512203,7.0798,1.3097,0.3991,136,-42.92,-51.6,4205.6
normal_high_speed_60kph,94,67.1415,67.8514,normal,0,0.087012,0.476211,5.4729,3.5016,0.076529,0.096362,0.491308,6.4199,1.0871,0.3798,153,-42.75,-51.31,4261.6
normal_high_speed_60kph,95,67.8568,68.567,normal,0,0.079673,0.508955,6.3881,5.0357,0.063977,0.09275,0.520796,8.1404,2.0858,0.439,144,-42.59,-52.14,4285.5
normal_high_speed_60kph,96,68.5672,69.2816,normal,0,0.077695,0.443615,5.7097,4.5832,0.062879,0.090108,0.489153,7.7793,1.8098,0.4219,152,-43.71,-51.77,4329.2
normal_high_speed_60kph,97,69.2868,69.9961,normal,0,0.090237,0.456352,5.0572,3.225,0.08028,0.099201,0.495476,6.1719,0.8421,0.3649,150,-43.15,-51.2,4217.5
normal_high_speed_60kph,98,69.997,70.7072,normal,0,0.080858,0.45331,5.6062,3.9356,0.070272,0.090211,0.484132,6.8894,1.3522,0.3901,165,-41.05,-51.36,4319.3
normal_high_speed_60kph,99,70.7114,71.4261,normal,0,0.083867,0.453837,5.4114,4.0964,0.070085,0.095684,0.516019,7.3628,1.24,0.3922,165,-42.72,-50.77,4379.7
normal_high_speed_60kph,100,71.4269,72.1369,normal,0,0.081719,0.454223,5.5583,4.6109,0.066251,0.094693,0.527677,7.9648,1.7972,0.4258,150,-42.27,-51.46,4355.3
normal_high_speed_60kph,101,72.1414,72.8514,normal,0,0.083166,0.484442,5.825,4.7443,0.066856,0.096764,0.524769,7.8493,1.8066,0.4252,159,-42.5,-51.09,4335.7
normal_high_speed_60kph,102,72.856,73.5669,normal,0,0.078386,0.467922,5.9695,5.1915,0.062614,0.091478,0.518488,8.2808,2.0344,0.4357,155,-43.65,-51.05,4370.7
normal_high_speed_60kph,103,73.5671,74.2816,normal,0,0.080445,0.488141,6.068,4.5531,0.06743,0.09163,0.508525,7.5415,1.9397,0.4236,152,-42.96,-51.29,4365.3
normal_high_speed_60kph,104,74.2859,74.9958,normal,0,0.078812,0.438468,5.5635,4.7155,0.063997,0.091252,0.507528,7.9305,1.8977,0.4292,133,-43.88,-52.33,4187.4
normal_high_speed_60kph,105,74.9969,75.7072,normal,0,0.078836,0.492664,6.2492,4.5078,0.064105,0.091219,0.497764,7.7648,1.6253,0.4163,138,-44.38,-51.99,4291.5
normal_high_speed_60kph,106,75.7113,76.4257,normal,0,0.074402,0.511815,6.8791,5.3956,0.059177,0.087002,0.513657,8.6801,2.2172,0.4395,147,-42.48,-51.96,4356.4
normal_high_speed_60kph,107,76.427,77.137,normal,0,0.06484,0.456257,7.0367,7.1654,0.04859,0.077765,0.50382,10.3688,3.51,0.5011,154,-43.66,-52.52,4445.4
normal_high_speed_60kph,108,77.1414,77.8514,normal,0,0.080354,0.474663,5.9071,4.1142,0.068023,0.09103,0.487486,7.1665,1.4656,0.4001,158,-42.9,-51.49,4291.8
normal_high_speed_60kph,109,77.8557,78.5672,normal,0,0.073022,0.467574,6.4032,4.6223,0.06167,0.082832,0.539923,8.755,1.7726,0.4086,167,-41.31,-52.03,4346.8
normal_high_speed_60kph,110,78.568,79.2816,normal,0,0.060203,0.428007,7.1094,6.2112,0.047887,0.070396,0.479415,10.0113,2.7259,0.4564,159,-42.69,-53.27,4480.2
normal_high_speed_60kph,111,79.2856,79.9957,normal,0,0.058053,0.459212,7.9102,7.2138,0.04385,0.069409,0.460164,10.494,3.3732,0.4856,139,-42.49,-53.03,4566.9
normal_high_speed_60kph,112,79.997,80.708,normal,0,0.063036,0.403381,6.3992,4.9808,0.052002,0.072407,0.414862,7.9778,1.7946,0.414,168,-40.34,-52.36,4523.2
normal_high_speed_60kph,113,80.7113,81.4255,normal,0,0.071146,0.435289,6.1182,3.4498,0.065147,0.076677,0.456453,7.0065,0.9447,0.3591,163,-39.13,-51.08,4598.6
normal_high_speed_60kph,114,81.4271,82.1371,normal,0,0.067458,0.450818,6.6829,4.5514,0.057755,0.075932,0.46155,7.9915,1.6628,0.4021,159,-40.66,-51.28,4610.3
normal_high_speed_60kph,115,82.1413,82.8513,normal,0,0.073137,0.480095,6.5644,3.9654,0.066158,0.079505,0.511456,7.7308,1.4952,0.3799,170,-40.58,-50.75,4589.9
normal_high_speed_60kph,116,82.8554,83.5672,normal,0,0.072999,0.425736,5.832,3.4437,0.067813,0.077841,0.434108,6.4016,1.0696,0.3612,178,-40.03,-50.47,4678.9
normal_high_speed_60kph,117,83.5679,84.2815,normal,0,0.072755,0.497433,6.8371,4.1046,0.065173,0.079619,0.497511,7.6337,1.4404,0.3836,170,-39.86,-50.53,4620.7
normal_high_speed_60kph,118,84.2854,84.9952,normal,0,0.075835,0.469787,6.1948,3.905,0.068431,0.082578,0.487672,7.1265,1.3796,0.3809,181,-41.65,-49.5,4818.4
normal_high_speed_60kph,119,84.9972,85.7082,normal,0,0.074606,0.498946,6.6878,5.552,0.061047,0.086054,0.5072,8.3084,2.4602,0.4459,146,-42.67,-50.74,4611.7
normal_high_speed_60kph,120,85.7113,86.4252,normal,0,0.079383,0.4927,6.2066,4.2173,0.069511,0.088157,0.511922,7.3646,1.4771,0.392,175,-40.48,-49.27,4781.4
normal_high_speed_60kph,121,86.4272,87.1372,normal,0,0.081424,0.439603,5.3989,3.5091,0.074203,0.088054,0.461974,6.2258,1.0422,0.3685,185,-40.95,-49.75,4663.6
normal_high_speed_60kph,122,87.1412,87.8513,normal,0,0.084033,0.467491,5.5632,3.4355,0.077075,0.090457,0.526567,6.8319,0.9928,0.3627,177,-40.69,-49.2,4727.6
normal_high_speed_60kph,123,87.855,88.5672,normal,0,0.081731,0.486934,5.9578,3.5256,0.074083,0.088722,0.499614,6.744,1.0176,0.3678,185,-40.3,-49.56,4672.6
normal_high_speed_60kph,124,88.5679,89.2814,normal,0,0.09048,0.510189,5.6387,2.8464,0.08723,0.093617,0.533214,6.1128,0.7915,0.3436,189,-40.51,-48.58,4698.9
normal_high_speed_60kph,125,89.285,89.9949,normal,0,0.07963,0.453606,5.6964,3.7813,0.072062,0.086539,0.49077,6.8104,1.2346,0.3756,192,-40.08,-49.57,4783.5
normal_high_speed_80kph,0,0.0,0.71,normal,0,0.102244,0.519467,5.0806,3.4928,0.088728,0.114172,0.5484,6.1807,0.8088,0.3703,168,-37.27,-48.44,4649.0
normal_high_speed_80kph,1,0.7143,1.4242,normal,0,0.094664,0.529364,5.592,4.4261,0.077979,0.10882,0.544236,6.9792,1.3856,0.4064,165,-37.83,-49.17,4627.2
normal_high_speed_80kph,2,1.4246,2.14,normal,0,0.090457,0.538075,5.9484,4.8551,0.072117,0.10566,0.540002,7.4878,1.6408,0.4195,171,-39.09,-49.79,4614.5
normal_high_speed_80kph,3,2.1433,2.8533,normal,0,0.079544,0.553176,6.9543,6.2405,0.061539,0.094167,0.564838,9.1786,2.6872,0.4648,168,-40.4,-50.77,4566.7
normal_high_speed_80kph,4,2.8542,3.5647,normal,0,0.082749,0.534174,6.4554,4.7322,0.068026,0.095222,0.536927,7.893,1.7285,0.4173,167,-41.1,-50.86,4490.2
normal_high_speed_80kph,5,3.5699,4.2831,normal,0,0.083609,0.531518,6.3572,4.2561,0.071906,0.093863,0.545154,7.5815,1.6231,0.4024,172,-40.78,-50.88,4457.9
normal_high_speed_80kph,6,4.2842,4.9942,normal,0,0.083015,0.457139,5.5067,3.7869,0.072018,0.092717,0.469104,6.5137,1.114,0.382,182,-39.77,-51.54,4336.0
normal_high_speed_80kph,7,5.0,5.71,normal,0,0.073902,0.468689,6.342,6.2541,0.056815,0.087722,0.537442,9.4596,2.8724,0.4744,157,-42.06,-52.36,4416.8
normal_high_speed_80kph,8,5.7132,6.4243,normal,0,0.084511,0.475801,5.6301,4.3268,0.071063,0.096095,0.497693,7.0036,1.5712,0.4084,188,-40.26,-51.19,4361.1
normal_high_speed_80kph,9,6.4245,7.1401,normal,0,0.077243,0.510265,6.606,5.7417,0.061153,0.090517,0.527966,8.6335,2.6109,0.4587,172,-41.45,-51.77,4437.7
normal_high_speed_80kph,10,7.143,7.8529,normal,0,0.073158,0.493168,6.7411,7.1285,0.05376,0.088397,0.520329,9.6787,3.6052,0.5029,156,-41.96,-52.5,4410.2
normal_high_speed_80kph,11,7.8544,8.5646,normal,0,0.071879,0.491031,6.8313,8.3949,0.050083,0.088458,0.515804,10.2989,4.2052,0.5373,147,-41.52,-52.24,4450.5
normal_high_speed_80kph,12,8.5699,9.2829,normal,0,0.079882,0.512005,6.4095,6.2585,0.060826,0.095197,0.566464,9.3129,2.9824,0.4806,159,-40.41,-51.79,4366.8
normal_high_speed_80kph,13,9.2846,9.9946,normal,0,0.065053,0.490961,7.5471,9.5281,0.042996,0.081334,0.505013,11.7456,5.1249,0.5805,141,-42.19,-53.17,4444.1
normal_high_speed_80kph,14,9.9999,10.7099,normal,0,0.073815,0.501353,6.792,7.3776,0.052913,0.089987,0.538929,10.1852,3.7952,0.5223,147,-40.68,-52.18,4416.2
normal_high_speed_80kph,15,10.7128,11.4244,normal,0,0.075525,0.538737,7.1332,6.7809,0.056229,0.09081,0.543422,9.6644,3.2328,0.4964,162,-41.01,-51.55,4526.2
normal_high_speed_80kph,16,11.4249,12.14,normal,0,0.072751,0.463091,6.3654,6.6974,0.055031,0.08693,0.513257,9.3266,3.2922,0.4922,165,-42.38,-52.3,4426.1
normal_high_speed_80kph,17,12.1427,12.8526,normal,0,0.076003,0.466047,6.1319,5.9652,0.059209,0.089707,0.500268,8.4492,2.6464,0.4645,166,-41.17,-51.55,4449.7
normal_high_speed_80kph,18,12.8544,13.5647,normal,0,0.07237,0.51569,7.1258,7.3717,0.053106,0.08749,0.529115,9.9635,3.7067,0.5154,161,-41.62,-52.07,4476.2
normal_high_speed_80kph,19,13.5699,14.2826,normal,0,0.068614,0.552668,8.0548,8.1723,0.04856,0.084009,0.556426,11.4586,4.1077,0.5329,147,-41.17,-52.94,4429.1
normal_high_speed_80kph,20,14.2845,14.9945,normal,0,0.075958,0.526088,6.926,6.7288,0.0579,0.090482,0.542123,9.3631,3.2113,0.4887,150,-41.45,-51.85,4431.9
normal_high_speed_80kph,21,14.9999,15.7099,normal,0,0.081198,0.474149,5.8394,5.746,0.065178,0.094541,0.538518,8.2622,2.75,0.4634,174,-40.66,-51.25,4472.1
normal_high_speed_80kph,22,15.7126,16.4245,normal,0,0.076572,0.497142,6.4925,6.3001,0.059742,0.090318,0.542229,9.0762,3.1329,0.4817,165,-40.55,-51.44,4474.0
normal_high_speed_80kph,23,16.4247,17.1399,normal,0,0.07021,0.487262,6.9401,8.3182,0.050282,0.085619,0.527829,10.4974,4.6047,0.5432,151,-41.59,-51.94,4523.9
normal_high_speed_80kph,24,17.1425,17.8523,normal,0,0.069083,0.547979,7.9322,10.0386,0.046223,0.086072,0.548684,11.8704,5.8217,0.5966,122,-41.42,-52.3,4516.0
normal_high_speed_80kph,25,17.8546,18.5648,normal,0,0.061099,0.537096,8.7906,12.7217,0.039834,0.076677,0.545781,13.7012,8.484,0.635,127,-45.78,-52.51,4634.5
normal_high_speed_80kph,26,18.5698,19.2824,normal,0,0.048866,0.440375,9.0119,13.8994,0.032062,0.061219,0.475964,14.845,8.8016,0.627,143,-46.03,-54.29,4611.1
normal_high_speed_80kph,27,19.2846,19.9946,normal,0,0.070202,0.535539,7.6285,9.5538,0.046581,0.087675,0.538697,11.5648,5.2951,0.5869,100,-43.91,-53.01,4346.8
normal_high_speed_80kph,28,19.9998,20.7099,normal,0,0.07916,0.475135,6.0022,6.6167,0.057121,0.09628,0.56564,9.9025,3.341,0.5012,143,-42.35,-52.51,4263.5
normal_high_speed_80kph,29,20.7124,21.4246,normal,0,0.066174,0.483573,7.3076,9.3076,0.043503,0.082858,0.491514,11.2983,4.6391,0.5619,136,-43.51,-53.37,4372.9
normal_high_speed_80kph,30,21.4249,22.1399,normal,0,0.052787,0.400944,7.5956,11.326,0.033118,0.066903,0.429878,12.9802,5.8127,0.6053,130,-45.35,-53.84,4566.9
normal_high_speed_80kph,31,22.1421,22.8521,normal,0,0.066019,0.499751,7.5698,9.8885,0.043396,0.082668,0.500666,11.5372,5.0611,0.5786,141,-44.38,-52.39,4545.8
normal_high_speed_80kph,32,22.8547,23.5649,normal,0,0.064934,0.433335,6.6734,9.4198,0.043533,0.080857,0.489043,11.2338,4.6511,0.5583,152,-44.16,-51.74,4651.2
normal_high_speed_80kph,33,23.5698,24.282,normal,0,0.071035,0.503259,7.0847,8.2527,0.051094,0.086495,0.54383,10.6438,3.8738,0.5211,173,-43.76,-49.99,4833.3
normal_high_speed_80kph,34,24.2848,24.995,normal,0,0.074203,0.510932,6.8856,8.274,0.050721,0.091867,0.523791,10.327,3.829,0.53,155,-41.91,-51.59,4564.9
normal_high_speed_80kph,35,24.9998,25.7098,normal,0,0.059772,0.504774,8.4449,12.5578,0.037622,0.075697,0.529597,14.0766,7.0794,0.6341,151,-43.24,-52.71,4665.2
normal_high_speed_80kph,36,25.7121,26.425,normal,0,0.074632,0.561691,7.5262,9.7316,0.050176,0.092856,0.584143,11.642,5.0459,0.5749,159,-41.02,-50.38,4765.1
normal_high_speed_80kph,37,26.4252,27.1398,normal,0,0.074613,0.554506,7.4318,10.3061,0.049119,0.093388,0.58315,11.8722,5.7449,0.5977,153,-40.13,-50.8,4673.7
normal_high_speed_80kph,38,27.1419,27.8518,normal,0,0.080047,0.570331,7.1249,8.7116,0.055572,0.098625,0.585286,10.5321,4.5736,0.5526,152,-38.77,-50.21,4718.6
normal_high_speed_80kph,39,27.8548,28.565,normal,0,0.071348,0.529218,7.4174,9.1897,0.049045,0.08818,0.56207,11.4603,4.8671,0.5659,161,-41.07,-50.9,4742.1
normal_high_speed_80kph,40,28.5698,29.2818,normal,0,0.069181,0.54037,7.8109,9.6257,0.046783,0.085927,0.549554,11.7468,5.199,0.5691,147,-43.32,-50.9,4823.9
normal_high_speed_80kph,41,29.2848,29.9949,normal,0,0.063307,0.526748,8.3205,10.4884,0.042015,0.079059,0.559999,13.3287,6.0067,0.5942,158,-42.7,-51.78,4781.9
normal_high_speed_80kph,42,29.9997,30.7098,normal,0,0.079648,0.56457,7.0883,7.7734,0.05624,0.097594,0.592423,10.5338,3.7133,0.5202,148,-40.85,-50.25,4773.9
normal_high_speed_80kph,43,30.7117,31.4251,normal,0,0.073124,0.536768,7.3405,9.5107,0.048452,0.09136,0.538367,11.1113,4.8895,0.5704,151,-40.25,-50.91,4794.9
normal_high_speed_80kph,44,31.4254,32.1398,normal,0,0.075558,0.571126,7.5588,9.3906,0.05042,0.094212,0.572762,11.3598,4.6704,0.5679,147,-39.6,-50.61,4749.5
normal_high_speed_80kph,45,32.1418,32.8516,normal,0,0.094403,0.547215,5.7966,5.9111,0.071387,0.112817,0.55112,7.7201,2.4092,0.4665,166,-38.47,-49.29,4717.0
normal_high_speed_80kph,46,32.8549,33.5654,normal,0,0.089657,0.576536,6.4305,8.009,0.060538,0.111408,0.594819,9.8255,4.0223,0.5489,141,-38.19,-50.18,4629.7
normal_high_speed_80kph,47,33.5698,34.2814,normal,0,0.096862,0.564285,5.8257,6.1548,0.070061,0.117711,0.570337,8.1406,2.6467,0.4816,154,-38.42,-49.26,4671.3
normal_high_speed_80kph,48,34.285,34.995,normal,0,0.09072,0.596117,6.571,6.1614,0.068641,0.108391,0.604952,8.8133,2.6832,0.4727,168,-39.93,-49.64,4631.8
normal_high_speed_80kph,49,34.9997,35.7098,normal,0,0.074969,0.560005,7.4698,8.85,0.050801,0.093059,0.566335,11.1482,4.5184,0.5595,159,-41.23,-50.6,4733.7
normal_high_speed_80kph,50,35.7114,36.425,normal,0,0.08338,0.580445,6.9615,7.2324,0.059803,0.101626,0.588108,9.834,3.5323,0.5133,165,-40.79,-50.47,4608.2
normal_high_speed_80kph,51,36.4253,37.1397,normal,0,0.080289,0.537493,6.6945,7.5397,0.058383,0.097386,0.558054,9.5585,3.723,0.5198,168,-40.97,-50.49,4612.2
normal_high_speed_80kph,52,37.1413,37.8512,normal,0,0.076229,0.572883,7.5153,8.0937,0.053146,0.093793,0.579183,10.898,4.1544,0.5388,156,-40.96,-51.47,4532.0
normal_high_speed_80kph,53,37.8551,38.5653,normal,0,0.073897,0.511796,6.9258,8.3862,0.050856,0.091298,0.553393,10.8815,4.3932,0.5544,156,-41.34,-52.06,4466.1
normal_high_speed_80kph,54,38.5696,39.2812,normal,0,0.083939,0.535824,6.3835,6.3405,0.063598,0.100234,0.543741,8.5497,3.0155,0.4899,165,-39.27,-51.14,4436.0
normal_high_speed_80kph,55,39.2851,39.9951,normal,0,0.081341,0.585212,7.1946,6.6008,0.060666,0.097735,0.588096,9.694,3.1039,0.4923,160,-39.57,-51.74,4419.7
normal_high_speed_80kph,56,39.9996,40.7097,normal,0,0.084525,0.50734,6.0022,5.8046,0.065314,0.100115,0.541982,8.298,2.6837,0.4721,169,-39.7,-51.42,4402.2
normal_high_speed_80kph,57,40.7111,41.4254,normal,0,0.083094,0.573726,6.9045,6.7275,0.06096,0.100465,0.579287,9.5028,3.2642,0.5038,149,-39.08,-51.31,4425.3
normal_high_speed_80kph,58,41.4257,42.1395,normal,0,0.080198,0.535045,6.6715,7.454,0.05791,0.097519,0.552199,9.5355,3.7149,0.5201,158,-39.6,-51.42,4497.8
normal_high_speed_80kph,59,42.141,42.851,normal,0,0.080664,0.511765,6.3444,6.2854,0.061064,0.096356,0.562903,9.2183,3.0969,0.4888,165,-40.15,-51.12,4549.9
normal_high_speed_80kph,60,42.8552,43.5654,normal,0,0.073542,0.495879,6.7428,7.0674,0.054966,0.088292,0.512588,9.3256,3.4494,0.5008,151,-42.06,-51.91,4486.0
normal_high_speed_80kph,61,43.5696,44.2811,normal,0,0.073027,0.468857,6.4204,7.3022,0.054308,0.087843,0.503992,9.2802,3.776,0.5187,144,-41.16,-52.19,4455.8
normal_high_speed_80kph,62,44.2853,44.9953,normal,0,0.061648,0.464138,7.5288,9.14,0.044859,0.074757,0.489457,10.911,5.3187,0.5513,141,-43.46,-52.49,4608.9
normal_high_speed_80kph,63,44.9996,45.7096,normal,0,0.065859,0.536119,8.1404,11.3516,0.043016,0.08261,0.565279,13.1412,6.6543,0.6165,136,-43.66,-51.68,4690.3
normal_hills_6deg,0,0.0,0.71,normal,0,0.039842,0.20242,5.0806,1.2091,0.043292,0.036063,0.221238,5.1104,-0.0685,0.2584,148,-48.33,-55.85,4797.4
normal_hills_6deg,1,0.7108,1.421,normal,0,0.037112,0.235571,6.3476,1.1151,0.042162,0.031256,0.292551,6.9388,0.8598,0.2555,160,-49.45,-55.53,4990.9
normal_hills_6deg,2,1.4257,2.14,normal,0,0.034244,0.178091,5.2007,1.1141,0.037893,0.030156,0.192886,5.0903,0.0525,0.2577,155,-52.92,-57.26,4875.7
normal_hills_6deg,3,2.1403,2.8512,normal,0,0.029497,0.144219,4.8894,0.7308,0.03465,0.023227,0.148147,4.2756,0.5537,0.2441,131,-53.27,-59.84,4626.5
normal_hills_6deg,4,2.8557,3.5656,normal,0,0.02343,0.12995,5.5463,0.8335,0.026778,0.019517,0.131831,4.9232,0.1861,0.2406,149,-49.87,-59.39,4995.4
normal_hills_6deg,5,3.5701,4.2803,normal,0,0.027836,0.130343,4.6826,0.4657,0.032627,0.022025,0.133766,4.0998,-0.0887,0.2227,142,-45.64,-59.88,4787.4
normal_hills_6deg,6,4.281,4.9956,normal,0,0.02438,0.113763,4.6662,0.508,0.028221,0.019809,0.117151,4.1513,-0.2449,0.2237,154,-44.76,-60.39,4901.9
normal_hills_6deg,7,5.0001,5.7101,normal,0,0.023955,0.104053,4.3437,0.5478,0.027392,0.019934,0.106713,3.8958,-0.4289,0.2241,160,-44.72,-60.42,4966.8
normal_hills_6deg,8,5.7108,6.4209,normal,0,0.023567,0.103941,4.4104,0.3903,0.027919,0.018204,0.104972,3.7599,-0.1509,0.2181,156,-45.5,-60.19,4982.4
normal_hills_6deg,9,6.4254,7.1404,normal,0,0.022124,0.091403,4.1314,0.8604,0.024436,0.019539,0.101272,4.1444,-0.4317,0.2398,142,-45.61,-61.47,4854.8
