scenario,window_index,start_time_sec,end_time_sec,state,label,audio_rms,audio_peak,audio_crest_factor,audio_kurtosis,audio_hilbert_env_mean,audio_hilbert_env_std,audio_hilbert_env_peak,audio_hilbert_env_crest,audio_hilbert_env_kurtosis,audio_shockwave_energy_ratio,audio_shockwave_pulse_count,audio_stft_2k8_db,audio_stft_harmonic_db,audio_spectral_centroid
abnormal_high_speed_20kph,53,37.8572,38.5697,abnormal,1,0.031038,0.16873,5.4363,0.9487,0.035758,0.025457,0.183703,5.1374,0.7053,0.2528,74,-55.8,-64.41,3875.1
abnormal_high_speed_20kph,54,38.5711,39.281,abnormal,1,0.028301,0.170664,6.0302,1.6621,0.030837,0.025515,0.170671,5.5346,0.9102,0.2814,81,-56.26,-64.83,3981.9
abnormal_high_speed_20kph,55,39.2828,39.9972,abnormal,1,0.03134,0.144387,4.6071,0.7776,0.035952,0.02592,0.148313,4.1253,0.1471,0.247,70,-56.31,-64.49,3921.1
abnormal_high_speed_20kph,56,39.9997,40.711,abnormal,1,0.032848,0.153591,4.6758,0.6617,0.038347,0.026221,0.169117,4.4102,0.4015,0.2423,76,-56.4,-64.57,3875.1
abnormal_high_speed_20kph,57,40.7129,41.4229,abnormal,1,0.032841,0.152821,4.6534,0.9474,0.037125,0.027906,0.169793,4.5735,0.2922,0.2538,64,-54.44,-64.6,3881.0
abnormal_high_speed_20kph,58,41.4299,42.1398,abnormal,1,0.031802,0.15027,4.7251,0.7418,0.036401,0.026415,0.155019,4.2587,0.0506,0.2427,72,-54.71,-64.32,3912.8
abnormal_high_speed_20kph,59,42.1409,42.8529,abnormal,1,0.031012,0.14514,4.6802,1.0416,0.033957,0.027756,0.155771,4.5873,-0.1855,0.2512,79,-54.71,-64.51,3948.8
abnormal_high_speed_20kph,60,42.8572,43.5696,abnormal,1,0.033889,0.145828,4.3031,0.317,0.04124,0.024418,0.150925,3.6597,0.5233,0.224,76,-55.93,-64.26,3914.6
abnormal_high_speed_20kph,61,43.571,44.2809,abnormal,1,0.032791,0.152416,4.6481,0.4838,0.038537,0.025795,0.156326,4.0565,0.0483,0.2268,79,-56.01,-64.22,3936.7
abnormal_high_speed_20kph,62,44.283,44.9974,abnormal,1,0.033144,0.154344,4.6567,0.4714,0.03922,0.02567,0.157477,4.0153,0.0816,0.2217,86,-56.48,-63.32,3988.5
abnormal_high_speed_20kph,63,44.9997,45.7111,abnormal,1,0.033241,0.150627,4.5313,0.543,0.038879,0.026427,0.150828,3.8795,0.0423,0.2321,81,-52.78,-63.82,3931.1
abnormal_high_speed_20kph,64,45.713,46.4231,abnormal,1,0.035088,0.16727,4.7672,0.6275,0.040695,0.028394,0.168299,4.1356,0.121,0.2359,75,-54.85,-64.1,3850.3
abnormal_high_speed_20kph,65,46.43,47.1396,abnormal,1,0.037453,0.15567,4.1564,0.1345,0.045936,0.026368,0.168474,3.6676,0.2953,0.2116,82,-55.66,-63.68,3829.6
abnormal_high_speed_20kph,66,47.1413,47.8531,abnormal,1,0.035038,0.178593,5.0971,0.4271,0.041805,0.026603,0.185442,4.4359,0.3439,0.2279,80,-55.93,-64.17,3872.0
abnormal_high_speed_20kph,67,47.8574,48.5696,abnormal,1,0.034438,0.128602,3.7343,0.3236,0.041212,0.025953,0.142185,3.4501,-0.0213,0.2204,84,-55.86,-63.84,3911.2
abnormal_high_speed_20kph,68,48.5705,49.2804,abnormal,1,0.037547,0.236556,6.3002,1.0203,0.04521,0.027852,0.239045,5.2875,2.8344,0.2565,63,-53.37,-63.58,3844.9
abnormal_high_speed_20kph,69,49.2832,49.9975,abnormal,1,0.034224,0.155586,4.5462,0.5418,0.040842,0.02597,0.15706,3.8456,0.4789,0.2334,79,-54.92,-64.19,3852.2
abnormal_high_speed_20kph,70,49.9996,50.7105,abnormal,1,0.031669,0.157274,4.9661,0.9451,0.036834,0.025478,0.160767,4.3647,0.8492,0.2593,69,-55.22,-64.3,3949.1
abnormal_high_speed_20kph,71,50.7132,51.4233,abnormal,1,0.033443,0.139061,4.1582,0.3839,0.040621,0.024223,0.144974,3.5689,0.4932,0.2296,79,-55.65,-63.86,3931.0
abnormal_high_speed_20kph,72,51.4298,52.1396,abnormal,1,0.032072,0.172193,5.3689,0.7197,0.038311,0.02428,0.174808,4.5629,1.0909,0.2425,68,-56.44,-64.0,3925.7
abnormal_high_speed_20kph,73,52.1403,52.8535,abnormal,1,0.032818,0.150346,4.5811,0.6982,0.039564,0.024265,0.15571,3.9357,1.1093,0.2489,70,-55.29,-63.53,3942.1
abnormal_high_speed_20kph,74,52.8576,53.5695,abnormal,1,0.032331,0.162248,5.0183,0.7087,0.038773,0.024234,0.169284,4.3661,1.2478,0.2412,82,-55.58,-63.52,3931.8
abnormal_high_speed_20kph,75,53.5704,54.2803,abnormal,1,0.032856,0.190933,5.8112,1.0619,0.039055,0.025174,0.199957,5.1199,2.0195,0.2605,75,-55.63,-63.85,3944.2
abnormal_high_speed_20kph,76,54.2836,54.9977,abnormal,1,0.033076,0.161929,4.8956,0.5983,0.040188,0.023937,0.16696,4.1545,1.3432,0.2397,78,-56.31,-63.92,3924.4
abnormal_high_speed_20kph,77,54.9996,55.7102,abnormal,1,0.032554,0.158041,4.8547,0.5631,0.039392,0.02383,0.16879,4.2849,0.9628,0.2353,70,-56.64,-63.94,3920.1
abnormal_high_speed_20kph,78,55.7136,56.4237,abnormal,1,0.033853,0.188963,5.5819,0.5752,0.041004,0.024713,0.193289,4.7139,1.2147,0.2382,77,-54.48,-63.13,3943.6
abnormal_high_speed_20kph,79,56.4297,57.1396,abnormal,1,0.033757,0.158089,4.6831,0.3362,0.041221,0.024081,0.158097,3.8353,0.717,0.2232,76,-55.94,-63.89,3835.6
abnormal_high_speed_20kph,80,57.14,57.8535,abnormal,1,0.032171,0.154074,4.7892,0.328,0.03922,0.023061,0.155872,3.9743,0.5618,0.2265,86,-57.08,-63.77,3933.0
abnormal_high_speed_20kph,81,57.8578,58.5695,abnormal,1,0.033257,0.164287,4.9399,0.2858,0.041242,0.02261,0.168855,4.0943,1.2572,0.2225,76,-57.07,-64.25,3861.9
abnormal_high_speed_20kph,82,58.5702,59.28,abnormal,1,0.033899,0.150092,4.4277,0.1576,0.042222,0.022705,0.15861,3.7566,0.8151,0.2133,82,-56.59,-63.96,3857.6
abnormal_high_speed_20kph,83,59.2836,59.9979,abnormal,1,0.035829,0.163386,4.5602,0.1125,0.044854,0.02357,0.177279,3.9524,0.8801,0.2074,76,-55.91,-63.38,3854.6
abnormal_high_speed_20kph,84,59.9996,60.7101,abnormal,1,0.036912,0.158077,4.2826,-0.0064,0.046524,0.023675,0.158117,3.3986,0.4427,0.1997,92,-56.28,-63.92,3806.8
abnormal_high_speed_20kph,85,60.7136,61.4238,abnormal,1,0.034915,0.16637,4.765,-0.0303,0.043877,0.022648,0.170225,3.8796,0.286,0.1954,93,-56.93,-63.98,3878.8
abnormal_high_speed_20kph,86,61.4298,62.1395,abnormal,1,0.035628,0.148015,4.1545,-0.0604,0.045061,0.022542,0.148816,3.3025,0.6246,0.1991,89,-57.1,-63.92,3841.0
abnormal_high_speed_20kph,87,62.1402,62.8537,abnormal,1,0.035548,0.140093,3.9409,-0.1078,0.044817,0.022777,0.148082,3.3041,0.1146,0.1914,97,-56.4,-63.9,3876.3
abnormal_high_speed_20kph,88,62.858,63.5694,abnormal,1,0.036119,0.17476,4.8385,0.1308,0.045227,0.023741,0.183433,4.0558,1.0243,0.2072,82,-55.67,-64.13,3827.8
abnormal_high_speed_20kph,89,63.5696,64.2798,abnormal,1,0.035926,0.135843,3.7812,-0.041,0.045165,0.02327,0.150985,3.343,0.4677,0.2022,81,-55.78,-64.03,3860.3
abnormal_high_speed_20kph,90,64.2838,64.9981,abnormal,1,0.035818,0.146485,4.0897,0.0726,0.044832,0.023578,0.157905,3.5222,0.4997,0.2067,83,-56.74,-63.39,3856.4
abnormal_high_speed_20kph,91,64.9996,65.7097,abnormal,1,0.035835,0.144922,4.0442,-0.0732,0.045226,0.022866,0.147726,3.2664,0.3781,0.1981,91,-56.35,-63.78,3877.1
abnormal_high_speed_20kph,92,65.7138,66.4238,abnormal,1,0.033978,0.137581,4.0492,0.1026,0.04136,0.02446,0.140253,3.391,-0.0675,0.2064,82,-56.34,-64.32,3886.2
abnormal_high_speed_20kph,93,66.4295,67.1395,abnormal,1,0.035846,0.158407,4.4191,0.0505,0.045054,0.023237,0.165517,3.6737,1.1159,0.2091,74,-55.77,-63.72,3892.7
abnormal_high_speed_20kph,94,67.1397,67.8538,abnormal,1,0.036626,0.142189,3.8822,-0.0218,0.045974,0.02386,0.161359,3.5098,0.243,0.2011,92,-56.0,-63.19,3939.1
abnormal_high_speed_20kph,95,67.8583,68.5694,abnormal,1,0.03441,0.13945,4.0526,-0.0963,0.043223,0.022357,0.140155,3.2426,0.179,0.1961,83,-57.04,-63.94,3866.8
abnormal_high_speed_20kph,96,68.5696,69.2798,abnormal,1,0.035147,0.136811,3.8925,-0.2421,0.044489,0.022168,0.141992,3.1917,-0.0844,0.184,85,-56.99,-64.05,3839.1
abnormal_high_speed_20kph,97,69.2839,69.9982,abnormal,1,0.035841,0.140055,3.9077,-0.1019,0.045225,0.022888,0.153167,3.3868,0.1029,0.1922,88,-55.71,-63.82,3871.8
abnormal_high_speed_20kph,98,69.9993,70.7095,abnormal,1,0.036798,0.146643,3.985,-0.0514,0.046276,0.023807,0.147708,3.1919,0.1668,0.1975,75,-55.03,-63.65,3878.7
abnormal_high_speed_20kph,99,70.7139,71.424,abnormal,1,0.036225,0.153806,4.2458,-0.0131,0.045652,0.023247,0.158752,3.4774,0.75,0.2036,68,-55.71,-64.5,3851.5
abnormal_high_speed_20kph,100,71.4293,72.1391,abnormal,1,0.035205,0.148069,4.2059,0.1677,0.043406,0.024386,0.160856,3.7058,0.3175,0.2138,74,-55.89,-64.35,3923.2
abnormal_high_speed_20kph,101,72.1396,72.854,abnormal,1,0.038308,0.135306,3.532,-0.129,0.048203,0.024729,0.145008,3.0083,-0.1266,0.1886,85,-55.79,-63.01,3907.4
abnormal_high_speed_20kph,102,72.8583,73.5691,abnormal,1,0.035029,0.14735,4.2065,0.2282,0.042626,0.025242,0.163061,3.8254,0.1688,0.2141,71,-54.47,-64.05,3927.1
abnormal_high_speed_20kph,103,73.5695,74.2797,abnormal,1,0.037998,0.149569,3.9363,0.006,0.047661,0.024821,0.151813,3.1853,0.2872,0.2021,70,-53.84,-64.15,3854.7
abnormal_high_speed_20kph,104,74.2841,74.9985,abnormal,1,0.037672,0.158148,4.198,0.1194,0.046995,0.025096,0.167502,3.5642,0.5191,0.2092,70,-54.45,-64.37,3884.0
abnormal_high_speed_20kph,105,74.999,75.7094,abnormal,1,0.036702,0.150938,4.1126,0.1847,0.045332,0.02528,0.155046,3.4202,0.4871,0.2173,69,-54.99,-64.11,3918.2
abnormal_high_speed_20kph,106,75.7143,76.4244,abnormal,1,0.037047,0.167448,4.5199,0.8107,0.043654,0.028969,0.178789,4.0955,0.8363,0.2504,68,-54.37,-63.12,4030.2
abnormal_high_speed_20kph,107,76.4289,77.1392,abnormal,1,0.038197,0.167573,4.387,0.3204,0.046576,0.027363,0.172477,3.7031,0.3998,0.2222,69,-54.06,-63.46,3948.4
abnormal_high_speed_20kph,108,77.1395,77.8544,abnormal,1,0.03959,0.182994,4.6223,0.2323,0.049079,0.026943,0.184378,3.7568,0.5857,0.2144,73,-53.16,-63.37,3934.3
abnormal_high_speed_20kph,109,77.8585,78.5688,abnormal,1,0.037761,0.167509,4.4361,0.3869,0.04622,0.026747,0.186772,4.0409,0.7528,0.2271,69,-53.2,-63.23,3953.6
abnormal_high_speed_20kph,110,78.5694,79.2797,abnormal,1,0.037459,0.193607,5.1685,0.4875,0.046029,0.026224,0.197536,4.2916,1.4279,0.2336,73,-54.46,-63.36,3907.0
abnormal_high_speed_20kph,111,79.2843,79.9986,abnormal,1,0.033139,0.155634,4.6965,0.7321,0.039269,0.025579,0.174753,4.4502,0.925,0.2483,73,-55.13,-63.75,3965.1
abnormal_high_speed_20kph,112,79.9988,80.7095,abnormal,1,0.031882,0.162335,5.0917,0.7734,0.038292,0.023805,0.167164,4.3655,1.2362,0.2476,99,-55.42,-61.76,4101.2
abnormal_high_speed_20kph,113,80.7143,81.4244,abnormal,1,0.031244,0.129273,4.1375,-0.0693,0.03907,0.020637,0.132642,3.395,-0.0355,0.1946,104,-55.57,-64.08,3834.4
abnormal_high_speed_20kph,114,81.4286,82.1388,abnormal,1,0.034391,0.134071,3.8985,-0.1477,0.043295,0.022158,0.138542,3.2,-0.1157,0.187,103,-55.29,-63.76,3809.6
abnormal_high_speed_20kph,115,82.1395,82.8544,abnormal,1,0.033589,0.135407,4.0313,-0.092,0.042474,0.021269,0.14253,3.3557,0.4892,0.1974,90,-56.71,-63.35,3938.6
abnormal_high_speed_20kph,116,82.8586,83.5685,abnormal,1,0.033424,0.127501,3.8147,-0.123,0.042199,0.021296,0.128497,3.045,0.0225,0.1915,99,-56.41,-63.63,3916.4
abnormal_high_speed_20kph,117,83.5694,84.2797,abnormal,1,0.033432,0.130901,3.9155,-0.11,0.042078,0.02156,0.134096,3.1869,0.0305,0.1925,99,-56.89,-63.52,3921.7
abnormal_high_speed_20kph,118,84.2845,84.9984,abnormal,1,0.035016,0.131221,3.7475,-0.2306,0.044432,0.021864,0.132003,2.9709,-0.1002,0.1828,98,-57.3,-64.0,3822.3
abnormal_high_speed_20kph,119,84.9988,85.7095,abnormal,1,0.033096,0.117589,3.553,0.0317,0.040894,0.022768,0.126278,3.088,-0.2752,0.1968,99,-55.52,-64.09,3843.2
abnormal_high_speed_20kph,120,85.7147,86.4245,abnormal,1,0.037268,0.190985,5.1246,1.7057,0.041561,0.032413,0.195328,4.6998,0.6808,0.2799,68,-55.27,-62.44,4250.4
abnormal_high_speed_20kph,121,86.4284,87.1388,abnormal,1,0.04866,0.179675,3.6924,-0.2728,0.061787,0.030298,0.187459,3.0339,-0.2893,0.1759,70,-51.62,-64.19,3809.6
abnormal_high_speed_20kph,122,87.1395,87.8546,abnormal,1,0.044976,0.171026,3.8026,-0.2051,0.057196,0.027827,0.174415,3.0494,0.2245,0.1878,68,-50.14,-64.05,3878.9
abnormal_high_speed_20kph,123,87.8583,88.5683,abnormal,1,0.042563,0.169374,3.9794,0.0483,0.052985,0.028561,0.169754,3.2038,0.3066,0.2074,64,-50.7,-62.79,4044.5
abnormal_high_speed_20kph,124,88.5694,89.2798,abnormal,1,0.038578,0.176663,4.5794,0.3978,0.046773,0.028087,0.177107,3.7866,0.3531,0.2237,74,-52.77,-63.1,4002.7
abnormal_high_speed_20kph,125,89.2846,89.9982,abnormal,1,0.035542,0.167422,4.7105,0.7516,0.042768,0.026408,0.168023,3.9287,1.2479,0.2522,65,-52.48,-63.88,3977.6
abnormal_high_speed_20kph,126,89.999,90.7094,abnormal,1,0.034304,0.201801,5.8827,1.0503,0.041523,0.025087,0.205535,4.9499,2.6256,0.2603,74,-53.79,-63.8,3910.6
abnormal_high_speed_20kph,127,90.7147,91.4247,abnormal,1,0.036507,0.191592,5.2481,0.855,0.044118,0.026816,0.216148,4.8993,1.8004,0.252,75,-52.8,-63.25,3914.8
abnormal_high_speed_20kph,128,91.4281,92.139,abnormal,1,0.037726,0.197358,5.2314,0.9062,0.045703,0.027527,0.206386,4.5158,2.0638,0.2572,72,-52.27,-63.18,3906.4
abnormal_high_speed_20kph,129,92.1395,92.8547,abnormal,1,0.039227,0.195843,4.9926,0.6337,0.048022,0.027774,0.204135,4.2509,1.472,0.2428,71,-52.17,-63.4,3830.1
abnormal_high_speed_20kph,130,92.8582,93.5679,abnormal,1,0.039957,0.20145,5.0417,0.548,0.04922,0.027758,0.203225,4.1289,1.5687,0.2402,77,-53.22,-63.23,3844.2
abnormal_high_speed_20kph,131,93.5694,94.2796,abnormal,1,0.039241,0.185378,4.724,0.2614,0.048647,0.026706,0.192443,3.9559,0.7855,0.2196,80,-50.79,-61.99,3948.9
abnormal_high_speed_20kph,132,94.2848,94.9979,abnormal,1,0.038922,0.167936,4.3147,0.3636,0.04815,0.026672,0.177671,3.6899,0.9852,0.2251,80,-48.48,-62.95,3870.1
abnormal_high_speed_20kph,133,94.9991,95.7094,abnormal,1,0.037954,0.19045,5.0179,0.3122,0.047096,0.025748,0.194858,4.1375,1.1831,0.2171,79,-47.82,-63.35,3821.0
abnormal_high_speed_20kph,134,95.7148,96.4249,abnormal,1,0.037579,0.157824,4.1998,0.1929,0.046642,0.025472,0.163128,3.4974,0.5961,0.2166,95,-48.96,-62.47,3902.5
abnormal_high_speed_20kph,135,96.4279,97.1393,abnormal,1,0.03928,0.185737,4.7285,0.1993,0.049031,0.026112,0.188198,3.8383,0.8723,0.2152,76,-49.67,-62.55,3923.2
abnormal_high_speed_20kph,136,97.1396,97.8552,abnormal,1,0.041004,0.171002,4.1704,-0.045,0.051688,0.026287,0.173945,3.3653,0.6112,0.2017,83,-47.75,-63.26,3844.8
abnormal_high_speed_20kph,137,97.8577,98.5677,abnormal,1,0.044129,0.172664,3.9127,-0.1057,0.055825,0.027898,0.178625,3.1997,0.3795,0.1977,76,-45.92,-63.15,3807.7
abnormal_high_speed_20kph,138,98.5694,99.28,abnormal,1,0.046877,0.183134,3.9067,-0.222,0.059483,0.029269,0.184663,3.1045,0.1101,0.1865,87,-44.91,-61.55,3920.8
abnormal_high_speed_20kph,139,99.2853,99.9975,abnormal,1,0.042926,0.17119,3.988,-0.075,0.054188,0.027367,0.193146,3.5643,0.5479,0.1967,85,-46.57,-63.29,3766.2
abnormal_high_speed_20kph,140,99.9993,100.7094,abnormal,1,0.04204,0.177592,4.2243,-0.0798,0.05312,0.026702,0.192188,3.618,0.4946,0.1941,89,-47.61,-63.2,3790.9
abnormal_high_speed_20kph,141,100.715,101.4251,abnormal,1,0.046471,0.188987,4.0668,-0.1728,0.058868,0.029217,0.191057,3.2455,0.0873,0.1848,85,-46.48,-63.45,3673.0
abnormal_high_speed_20kph,142,101.4275,102.1393,abnormal,1,0.047476,0.187167,3.9423,-0.135,0.05983,0.030468,0.190991,3.1922,0.0053,0.1853,85,-45.65,-63.13,3721.8
abnormal_high_speed_20kph,143,102.14,102.8551,abnormal,1,0.046321,0.176348,3.8071,-0.2445,0.058607,0.029264,0.181177,3.0914,-0.1489,0.1813,95,-46.01,-63.01,3730.8
abnormal_high_speed_20kph,144,102.8574,103.5675,abnormal,1,0.04175,0.162391,3.8896,-0.0441,0.052117,0.027746,0.163598,3.139,-0.0944,0.1959,96,-49.65,-62.01,3889.1
abnormal_high_speed_20kph,145,103.5693,104.2797,abnormal,1,0.03797,0.148209,3.9033,-0.1372,0.047346,0.025336,0.150628,3.1815,-0.058,0.1916,73,-52.44,-63.24,3833.4
abnormal_high_speed_20kph,146,104.2852,104.9973,abnormal,1,0.033968,0.138071,4.0647,0.1411,0.041858,0.023571,0.15283,3.6512,0.2697,0.209,92,-51.31,-63.18,3902.4
abnormal_high_speed_20kph,147,104.9994,105.7092,abnormal,1,0.036525,0.140807,3.8551,0.0073,0.045566,0.024328,0.146003,3.2042,0.1981,0.2017,92,-50.77,-62.36,3929.4
abnormal_high_speed_20kph,148,105.7154,106.4253,abnormal,1,0.034201,0.142942,4.1794,-0.0029,0.042732,0.022658,0.151058,3.535,0.046,0.1984,100,-54.51,-63.55,3881.9
abnormal_high_speed_20kph,149,106.4272,107.1394,abnormal,1,0.033445,0.146454,4.3789,0.061,0.041765,0.0222,0.160802,3.8502,0.3693,0.204,89,-54.8,-63.52,3841.4
abnormal_high_speed_20kph,150,107.1398,107.8553,abnormal,1,0.03435,0.150062,4.3685,0.1081,0.042686,0.023191,0.153639,3.5993,0.2794,0.2092,95,-56.0,-62.27,3928.7
abnormal_high_speed_20kph,151,107.8571,108.5673,abnormal,1,0.033224,0.138362,4.1645,0.124,0.04125,0.022498,0.145762,3.5336,0.3417,0.2091,102,-56.14,-63.34,3895.8
abnormal_high_speed_20kph,152,108.5693,109.2799,abnormal,1,0.03507,0.156364,4.4587,0.0137,0.043945,0.022991,0.158878,3.6154,0.4199,0.202,111,-55.95,-62.89,3910.3
abnormal_high_speed_20kph,153,109.2854,109.997,abnormal,1,0.033876,0.138388,4.0851,-0.0668,0.042735,0.021656,0.144992,3.3929,0.3858,0.1952,95,-56.98,-63.87,3896.7
abnormal_high_speed_20kph,154,109.9992,110.7092,abnormal,1,0.032898,0.146224,4.4448,-0.1232,0.041655,0.020722,0.151463,3.6362,0.3162,0.1901,101,-57.17,-62.97,3938.5
abnormal_high_speed_20kph,155,110.7154,111.4255,abnormal,1,0.033042,0.122572,3.7096,-0.2424,0.041953,0.02058,0.13967,3.3292,-0.046,0.1818,96,-57.95,-64.13,3880.8
abnormal_high_speed_20kph,156,111.427,112.1392,abnormal,1,0.035771,0.143532,4.0126,-0.1735,0.045426,0.022262,0.148481,3.2686,0.3272,0.1899,97,-56.92,-64.13,3796.8
abnormal_high_speed_20kph,157,112.14,112.8555,abnormal,1,0.037594,0.141026,3.7513,-0.2211,0.04767,0.023541,0.162998,3.4193,0.0252,0.1846,100,-57.07,-64.07,3745.3
abnormal_high_speed_20kph,158,112.8569,113.5669,abnormal,1,0.039607,0.17045,4.3036,-0.3138,0.050548,0.024131,0.171361,3.3901,-0.0713,0.173,91,-57.47,-64.32,3690.8
abnormal_high_speed_20kph,159,113.5692,114.2799,abnormal,1,0.041622,0.155723,3.7414,-0.3261,0.052997,0.025614,0.157484,2.9716,-0.264,0.1754,97,-57.51,-64.36,3666.3
abnormal_high_speed_20kph,160,114.2856,114.9968,abnormal,1,0.043221,0.164731,3.8114,-0.2569,0.054854,0.026965,0.169317,3.0867,-0.1719,0.1787,93,-57.82,-63.5,3736.7
abnormal_high_speed_20kph,161,114.9995,115.7092,abnormal,1,0.042273,0.151431,3.5822,-0.2204,0.053293,0.02709,0.166869,3.1312,-0.3141,0.1799,100,-57.51,-64.56,3635.7
abnormal_high_speed_20kph,162,115.7157,116.4256,abnormal,1,0.046203,0.155549,3.3666,-0.3669,0.058805,0.028486,0.159491,2.7122,-0.5081,0.1681,90,-57.24,-64.29,3609.0
abnormal_high_speed_20kph,163,116.4267,117.1392,abnormal,1,0.04716,0.162497,3.4456,-0.2942,0.059857,0.029416,0.176985,2.9568,-0.3379,0.1737,85,-58.39,-64.41,3567.2
